actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
0.05187365988612003,0.7175312856774373,1.2234174663800512,0.05544753617122473,0.04487173268434155,-0.012180795583885674
