actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
-1.388408190068952,-0.10548164108100971,-0.6818640123596653,0.012007322762480163,-0.0516201116526594,-0.025054154874029125
