actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
-0.3271977644330755,2.140248195008046,-1.969103108775546,0.15213164458988299,0.048882020336173164,-0.03336938251196608
