actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
-0.5625909875917102,1.9498052226708213,3.6333468024464683,0.0746750694086404,0.030567246334140697,-0.03963693782160007
