actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
-0.5518046028631975,1.4641465240930762,1.1341770169936904,0.07502903605717895,0.042739204899932194,-0.026849558035533596
