actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
-0.37642952545495334,1.8813871099232213,2.1026489502826653,0.09078542760396785,0.03474640051812637,-0.03425586654375841
